name,code,state,zone,address,latitude,longitude
Badhal,BDHL,Rajasthan,NWR,"Kishangarh Renwal, Rajasthan",27.2520587,75.4516454
XX-BECE,XX-BECE,,,,,
XX-BSPY,XX-BSPY,,,,,
YY-BPLC,YY-BPLC,,,,,
KICHHA,KHH,Uttar Pradesh,NER,"Kichha, Uttar Pradesh",28.913427000000002,79.519746
Sherekan,SRKN,Rajasthan,NWR,"MDR 89, Rajasthan",29.55519806064484,74.43499088287354
Bhukarka,BKKA,Rajasthan,NWR,"Bhukarka, Rajasthan",29.238227312503696,74.75103096105158
Nohar,NHR,Rajasthan,NWR,"State Highway 36, Rajasthan",29.192562738768984,74.77362781763077
Perungudi,PRGD,Tamil Nadu,SR,"Chennai, Tamil Nadu",12.975217,80.231363
Khinaniyan,KNNA,Haryana,NWR,"State Highway 23, Haryana",29.345637263205944,74.7179570607841
JAULKHERA,JKR,,,,21.838466,78.216684
BARSALI,BYS,,,,21.909813,78.03136099999999
GIRWAR,GW,,,,23.838185999999997,78.936311
DANGIDHAR,DGD,,,,23.871771000000003,79.019912
DHODHAR,DOD,Madhya Pradesh,WR,"Dhodar, Madhya Pradesh",23.770740999999997,75.10354600000001
GANESHGANJ,GAJ,,,,23.895862,79.074633
Jayanagar Majilpur Halt,JNM,West Bengal,ER,"Jaynagar, West Bengal",22.168635,88.415324
NASIRABAD,NSD,Rajasthan,NWR,"Nasirabad, Rajasthan",26.294459999999997,74.71699100000001
PATHARIA,PHA,,,,23.905726,79.192899
NIZAMABAD,NZB,Andhra Pradesh,SCR,"Nizamabad, Andhra Pradesh",18.679164999999998,78.103238
RAJENDRA PUL,RJO,,,,25.387446999999998,86.01054599999999
ADUTURAI,ADT,Tamil Nadu,SR,"Aduthurai, Tamil Nadu",11.009165,79.478668
KUMBAKONAM,KMU,Tamil Nadu,SR,"Kumbakonam, Tamil Nadu",10.952962,79.388644
MANAMADURAI JN,MNM,Tamil Nadu,SR,"Sivaganga, Tamil Nadu",9.681538999999999,78.45351
GORAKHPUR JN,GKP,,,,26.759311,83.381499
BJUP,BJUP,,,,,
VARNAMA,VRM,,,,22.184274000000002,73.16928300000001
GORAKHPUR CANT,GKC,,,,26.750649,83.416821
ITOLA,ITA,,,,22.149889,73.156746
CIKA,CIKA,,,,,
XX-CPHO,XX-CPHO,,,,,
BARAUT,BTU,Uttar Pradesh,NR,"Baraut, Uttar Pradesh",29.09692,77.273006
Moga,MOGA,Punjab,NR,"Moga, Punjab",30.817296,75.16846699999999
SAMAKHIALI JN,SIOB,,,,23.309819,70.503394
LLHW,LLHW,,,,,
Rasheedpura Khori,RDK,Rajasthan,NWR,"MDR 87, Rajasthan",27.713786000000002,75.087121
PEDDAVADIAPUDI,PVD,,,,16.414205000000003,80.612645
ELLAMANCHILI,YLM,,,,17.553652000000003,82.85262
Chatrappatti,CHPT,,,,10.476970999999999,77.655113
JARWAL ROAD,JLD,,,,27.120389,81.540406
BRAJRAJNAGAR,BRJN,,,,21.822718000000002,83.923653
COLONELGANJ,CLJ,,,,27.137698,81.69417800000001
KATHOLA,KTHL,,,,27.1465555756,81.8556626477
MUNDERWA,MND,,,,26.776435,82.903373
SAINAGAR SHIRDI,SNSI,Maharashtra,CR,"Near New Bus Stand Shirdi Sainagar, Maharashtra",19.780792299999998,74.4806877
DHOLA JN,DLJ,Gujarat,WR,"Dhola, Gujarat",21.822549000000002,71.738273
PHAGWARA JN,PGW,,,,31.217555749800002,75.7655019775
YY-BINP,YY-BINP,,,,,
Jhunpa,JUP,Rajasthan,?,"NH 65, Rajasthan",28.777449,75.521553
XX-JSGB,XX-JSGB,,,,,
JHARSUGUDA JN,JSG,,,,21.862274,84.017427
KARCHHUE,KYW,,,,26.2311244405,84.20715351199999
MAHENDRANATH,MHRN,,,,26.000739,84.509909
TAPPA KHAJURIAY,TKVR,,,,25.807401000000002,84.688889
DODDAMPATTI,DPI,,,,12.18134581,78.42225009
SREE,SREE,,,,,
ASHAPURA GOMAT,AQG,Rajasthan,NWR,"National Highway 15, Rajasthan",26.950232,71.892665
NEYKKARAPATTI,NEA,,,,11.612765,78.09669699999999
GORAUL,GRL,,,,25.931048999999998,85.318477
DKJC,DKJC,,,,,
KURHANI,KHI,,,,25.979631,85.339288
TIRUPPUR VANJIPALAYAM,VNJ,,,,11.117790999999999,77.26580200000001
COIMBATORE NORTH,CBF,,,,11.019937,76.954304
AMBALA CANT JN,UMB,,,,30.338918,76.826966
SIRATHU,SRO,,,,25.650642,81.31786
SHUJAATPUR,SJT,,,,25.605607000000003,81.401934
BIDANPUR,BDNP,,,,25.585017,81.44201699999999
MOTIPURA CHAUKI,MTPC,Rajasthan,WCR,"Motipura, Rajasthan",24.6093382288,77.04829951629999
HATHIDAH JN,HTZ,,,,25.367027,85.987826
TINSUKIA GOODS,TSKG,,,,,
DUDHNOI,DDNI,Assam,NFR,"Dudhnoi Railway Station, Assam",26.001459,90.76188
RUNDHI,RDE,,,,28.067751,77.350991
ITAUNJA,IJ,Uttar Pradesh,NER,"Itaunja, Uttar Pradesh",27.081066999999997,80.89123400000001
Ramsar,RMX,Rajasthan,NWR,"Barmer, Rajasthan",25.722252,70.866078
PILIBHIT JN,PBE,Uttar Pradesh,NER,"Pilibhit, Uttar Pradesh",28.614977999999997,79.813946
Rampura Beri,RMB,Rajasthan,NWR,"Rampura Bhal, Rajasthan",28.5301320576,75.64547982849999
MUGHAL SARAI JN,MGS,,,,25.278149,83.11925000000001
Ramgarh Shekhawati,RSWT,Rajasthan,NWR,"Ramgarh, Rajasthan",28.169397,74.993046
BAKAINA HALT,BKNA,,,,29.035800000000002,78.27473099999999
HOSHANGABAD,HBD,,,,22.75274,77.715594
ASLANA,ANA,,,,23.860522,79.319493
BUDNI,BNI,,,,22.7871143,77.6812826
YY-IDHW,YY-IDHW,,,,,
DHAMALGAON,DMGN,Assam,NFR,"A T Rd, Assam",27.325566,94.85656900000001
LAKDIKAPUL,LKPL,Andhra Pradesh,SCR,"Hyderabad, Andhra Pradesh",17.404048000000003,78.463527
BARUD,BRUD,Madhya Pradesh,WCR,"Khandwa, Madhya Pradesh",22.052142,76.814085
DEVLALI,DVL,,,,19.897509,73.83729
Jurtara,JRTR,,,,22.253004999999998,79.76127199999999
REWA,REWA,Madhya Pradesh,WCR,"Rewa, Madhya Pradesh",24.537122,81.250615
DHOLKA,DOK,Gujarat,WR,"Bagodara Dholka, Gujarat",22.731982,72.433842
NANDESARI,NDR,,,,22.418331636999998,73.0952734283
MIYAGAM KARJAN,MYG,,,,22.050722,73.120353
MAHOBA,MBA,Uttar Pradesh,NCR,"Junction Point - Khajuraho, Uttar Pradesh",25.306914,79.849079
Jamgaon,JGZ,Madhya Pradesh,SECR,"Bamhani, Madhya Pradesh",22.418426,80.198945
BAGHOI KUSA,BHKH,,,,24.8399006513,84.46243313289999
NOLI,NOLI,Uttar Pradesh,NR,"Ghaziabad, Uttar Pradesh",28.746571,77.31077099999999
SUJRA,SUJR,Uttar Pradesh,NR,"State Highway 57, Uttar Pradesh",29.012729,77.26134099999999
Amod,AMOD,Gujarat,WR,"Amod, Gujarat",21.990791167399735,72.86546467803419
LAKODARA,LKD,,,,21.991872,73.09899399999999
Vankal,VKL,Gujarat,WR,"SH 166, Gujarat",21.439673931772646,73.23136643506587
BYCULLA,BY,Maharashtra,CR,"Mumbai, Maharashtra",18.97695,72.833211
BHAGWANPUR,BNR,,,,25.858316719999998,85.30109021000001
Kotturu,KTY,Tamil Nadu,SWR,"Kothur Rd, Tamil Nadu",14.826788325296278,76.21354088187218
Bhalukmara,BLMR,Assam,NFR,"Bhalukmara, Assam",26.685532,94.143709
Anjangaon,ANJ,Maharashtra,CR,"Anjangaon, Maharashtra",21.163199753077336,77.31896504759789
Debagram,DEB,West Bengal,ER,"Debagram, West Bengal",23.685277,88.306807
Achalpur,ELP,Maharashtra,CR,"Dist. Amravati, Maharashtra",21.27760302246017,77.51926277764142
Bethuadahari,BTY,West Bengal,ER,"Bethuadahari, West Bengal",23.610275,88.384597
Warud,WARUD,Maharashtra,CR,"Wardha, Maharashtra",20.74690547756532,78.65141943097115
BVAC,BVAC,,,,,
BVBC,BVBC,,,,,
Velankanni,VLKN,Tamil Nadu,?,"Velankanni, Tamil Nadu",10.686877168293023,79.84618068672717
PUTLACHERUVU,PCU,Andhra Pradesh,SCR,"Putlacheruvu, Andhra Pradesh",16.484823,81.112395
BENNIPATTI PIRAPUR,BNPT,,,,25.892949366,85.3090478906
JALAMB JN,JM,,,,20.813007000000002,76.573236
Gorapur,GPJ,Andhra Pradesh,ECoR,"Jeypore Rd, Andhra Pradesh",18.346936,82.79406
Pattaravakkam,ABEO,,SR,,13.114499981582952,80.16618146561086
SHEGAON,SEG,,,,20.801724,76.690331
Gudru Halt,GDU,Madhya Pradesh,SECR,"Lamta, Madhya Pradesh",22.2718946035,80.1163395764
Balgona,BGNA,West Bengal,ER,"Balgona, West Bengal",23.458049719226736,87.95045644976199
Kalinarayanpur,KLNP,West Bengal,ER,"Ranaghat-Bagula Bypass, West Bengal",23.206506,88.573216
S K NAGJIHARI,NGZ,,,,20.761640999999997,76.755353
PARAS,PS,,,,20.724519,76.815865
Barda,BRDB,West Bengal,SER,"Sutahata, West Bengal",22.15295838,88.08753041
GAIGAON,GAO,,,,20.720684,76.890093
REWRAL,RRL,,,,21.261121,79.468096
KHAT,KHAT,,,,21.242242,79.550792
BHANDARA ROAD,BRD,,,,21.238512,79.64752299999999
KOKA,KOKA,,,,21.263021,79.71240900000001
DAGHORA,DAO,,,,21.857535000000002,83.678086
HEMAGIRI,HGR,,,,21.876503999999997,83.742815
Nainpur Junction,NIR,Madhya Pradesh,SECR,"Nainpur, Madhya Pradesh",22.425676,80.108853
NAKACHARI,NCH,Assam,NFR,"Mariani, Assam",26.7081333353,94.3939129431
ALIPUR DUAR JN,APDJ,West Bengal,NFR,"03564-255091, West Bengal",26.523279,89.534048
BHARWARI,BRE,,,,25.5591917,81.4918665
Jhitkia,JTK,West Bengal,NFR,"National Highway 34, West Bengal",25.626133,88.05297200000001
MANOHARGANJ,MNJ,,,,25.524992,81.55907499999999
SAIYID SARAWAN,SYWN,,,,25.494982,81.613788
MANAURI,MRE,,,,25.470171,81.662491
BAMHRAULI,BMU,,,,25.44494,81.741641
SUBEDARGANJ,SFG,,,,25.439879,81.789897
KOLAKALUR,KLX,,,,16.295185999999998,80.627521
CHILUVUR,CLVR,,,,16.379558,80.61690800000001
KOVVUR,KVR,,,,17.007084,81.726495
GODAVARI,GVN,,,,17.007707,81.77083
KANJIKODE,KJKD,,,,10.800919,76.75531600000001
Sanka,SNKR,West Bengal,SER,"Garh Dhrubeswar, West Bengal",23.52693,86.616164
Binaiki,VNK,Madhya Pradesh,SECR,"Binaiki Railway Station, Madhya Pradesh",22.72003,79.902424
Gocharan,GCN,West Bengal,ER,"Gocharan, West Bengal",22.277738,88.45836999999999
Seoni,SEY,Madhya Pradesh,SECR,"Seoni, Madhya Pradesh",22.075431,79.545769
Sudamdih,SDMD,West Bengal,SER,"Jairampur More to Baliapur, West Bengal",23.654478,86.44032
PCLS,PCLS,,,,,
BARAUNI JN,BJU,,,,25.461768000000003,85.988748
DAMOH,DMO,,,,23.836693,79.432246
ADAS ROAD,ADD,,,,22.486628078200003,73.0346944543
Chalala,CLC,Gujarat,WR,"Chalala, Gujarat",21.4155588,71.16224249999999
RANOLI,RNO,,,,22.405252095399998,73.1122662115
HARIPUR,HP,Rajasthan,NWR,"Pali, Rajasthan",26.012397,74.024928
Kumarghat,KUGT,Tripura,NFR,"Kumarghat, Tripura",24.1506303119,92.0348331158
AURANGABAD,AWB,Maharashtra,SCR,"Aurangabad, Maharashtra",19.859276,75.31064599999999
BEVINAHALU,BNL,Andhra Pradesh,SCR,"Rayalaseema Region, Andhra Pradesh",15.16697376,77.21298975
VMC,VMC,,,,,
SOMNATH,SMNH,Gujarat,WR,"Somnath, Gujarat",20.896131999999998,70.408254
CUDDALORE PORT,CUPJ,Tamil Nadu,SR,"Cuddalore Township, Tamil Nadu",11.715119,79.766287
PALEJ,PLJ,,,,21.921578,73.072387
GOLE,GOLE,Rajasthan,NWR,"National Highway 112, Rajasthan",25.891938,72.00004
BDX,BDX,,,,,
TIRORA,TRO,,,,21.415039,79.91803499999999
JAMGA,JMG,,,,21.874971000000002,83.564842
JMSY,JMSY,,,,,
AHALYAPUR,AHLR,,,,26.468381,83.824844
TENALI JN,TEL,,,,16.242409000000002,80.640413
Tummanamgutta,TAT,Andhra Pradesh,SCR,"Chennai - Anantpur Rd, Andhra Pradesh",13.707414,78.37926300000001
CHAGALLU,CU,,,,16.965076999999997,81.690558
PASIVEDALA,PSDA,,,,16.99331,81.700939
Marwar Bagra,MBGA,Rajasthan,NWR,"SH 31, Rajasthan",25.208689,72.59376099999999
JANIYANA,JNE,Rajasthan,NWR,"State Highway 68, Rajasthan",25.827638,72.336284
SAMDHARI JN,SMR,Rajasthan,NWR,"Barmer, Rajasthan",25.837202,72.57300699999999
SUTLANA,SUT,Rajasthan,NWR,"Dundara, Rajasthan",25.970783,72.951414
PORBANDAR,PBR,Gujarat,WR,"Porbandar, Gujarat",21.643597999999997,69.615506
Chikkandawadi,CKVD,Karnataka,SWR,"Chikkandawadi, Karnataka",14.137920273699999,76.2025684888
Bhaton Ki Gali,BHG,Rajasthan,NWR,"Chomun, Rajasthan",27.105646,75.712919
Hanumangarh Town,HMO,Rajasthan,NWR,"Hanumangarh, Rajasthan",29.574220545495677,74.33120188303292
SARDARNAGAR,SANR,,,,26.700858999999998,83.494054
Giridih,GRD,Jharkhand,ER,"Giridih, Jharkhand",24.182255899999998,86.3146452
CHAURI CHAURA,CC,,,,26.673882,83.545894
KOMATIPALLI,KMPT,,,,18.023547297,79.5158922174
HASANPARTHI RD,HSP,,,,18.078262,79.50184999999999
Gagariya,GGY,Rajasthan,NWR,"State Highway 40, Rajasthan",25.741083,70.734877
NONAPAR,NNPR,,,,26.353209,83.969786
MAIRWA,MW,,,,26.240309,84.151979
TIRUPPUR KULIPALAYAM,KUY,,,,11.1440279246,77.3893135876
PARLI,PLL,,,,10.800415,76.559421
Agartala,AGTL,Tripura,NFR,"Agartala, Tripura",23.792417,91.278481
MANKARAI,MNY,,,,10.771526,76.500232
LAKKITI,LDY,,,,10.753217,76.434467
PALAPPURAM,PLPM,,,,10.7525187905,76.398385813
OTTAPPALAM,OTP,,,,10.770046,76.377993
MANNANUR,MNUR,,,,10.749322,76.323555
JIRADEI,ZRDE,,,,26.220819,84.256142
SIWAN JN,SV,,,,26.210724000000003,84.359267
PACHRUKHI,PCK,,,,26.162627999999998,84.415667
DURAUNDHA JN,DDA,,,,26.086973,84.45894600000001
CHAINWA,CW,,,,26.022117,84.49649600000001
POKRAN,POK,Rajasthan,NWR,"National Highway 15, Rajasthan",26.930571,71.923129
ODHANIYA CHACHA,OCH,Rajasthan,NWR,"National Highway 15, Rajasthan",26.972848,71.718687
EKMA,EKMA,,,,25.967099,84.53637
DAUDPUR,DDP,,,,25.90709,84.591425
KOPA SAMHOTA,KPS,,,,25.851866,84.65281399999999
BITHAULI,BTHL,,,,25.817069,85.29179
GAURI BAZAR,GB,,,,26.594934000000002,83.667801
BAITALPUR,BALR,,,,26.5526634,83.7385572
DEORIA SADAR,DEOS,,,,26.5076811676,83.7819590961
NUNKHAR,NRA,,,,26.425483,83.880179
Agomoni,AGMN,,,,26.225947,89.786242
BHANDUP,BND,,,,19.14200998,72.93723505
AMRITSAR JN,ASR,,,,31.631511999999997,74.858025
MULLURKARA,MUC,,,,10.705843,76.271415
WADAKANCHERI,WKI,,,,10.648956,76.237041
SURATGARH JN,SOG,Rajasthan,NWR,"National Highway 15, Rajasthan",29.324152,73.90724800000001
Sondad,SNV,Maharashtra,SECR,"National Highway 6, Maharashtra",21.079845,80.094149
Kayamsar,QMRS,Rajasthan,NWR,"State Highway 41, Rajasthan",28.125576,75.000562
Aliyabad,AYB,Karnataka,SWR,"Bijapur, Karnataka",16.878268000000002,75.758306
Munabao,MBF,Rajasthan,NWR,"Barmer, Rajasthan",25.742614,70.276543
Chilikidara,CLDR,Orissa,ECoR,"Orissa, Orissa",21.243022,85.827112
Kolayat,KLYT,Rajasthan,NWR,"Kolayat, Rajasthan",27.835319,72.95507400000001
CHALSA JN,CLD,West Bengal,NFR,"Chalsa, West Bengal",26.882215,88.798213
CARRON,CRX,West Bengal,NFR,"National Highway 31C, West Bengal",26.880279,88.9704
ITARSI F CABIN,ETF,,,,22.61521,77.774856
Chandanpahari,CNPI,Jharkhand,ER,"Chandanpahari, Jharkhand",24.404224,86.953082
MIDGHAT,MIG,,,,22.828141000000002,77.647526
BANDAKPUR,BNU,,,,23.848205999999998,79.575956
Chhota Gudha,COD,Rajasthan,NWR,"Ringas, Rajasthan",27.293803,75.599508
CHOKA,CHQ,,,,22.864326000000002,77.638968
MORADABAD,MB,,,,28.831621000000002,78.765801
ISRANA,IRA,Haryana,NR,"Israna, Haryana",29.291379,76.85285999999999
KARACHIYA YARD,KRCA,,,,22.380046,73.132981
BAJVA,BJW,,,,22.3662226,73.1431251
KOLLIDAM,CLN,Tamil Nadu,SR,"Vallampadugai, Tamil Nadu",11.332713,79.718347
OSHI,OSHI,,,,,
CHANDERIYA,CNA,Rajasthan,WR,"Chittorgarh, Rajasthan",24.939557999999998,74.629979
CHARKHARI ROAD,CRC,Uttar Pradesh,NCR,"Charkhari, Uttar Pradesh",25.307555999999998,79.74565299999999
BHATNI JN,BTT,,,,26.381257,83.934035
Cossimbazar,CSZ,West Bengal,ER,"Berhampore, West Bengal",24.122264,88.266903
VAREDIYA,VRE,,,,21.85838,73.048979
NABIPUR,NIU,,,,21.807541,73.030592
KTTY,KTTY,,,,,
CHAVAJ,CVJ,,,,21.753134000000003,73.010489
ANKLESHWAR JN,AKV,,,,21.623889,73.000633
CHANDRANATHPUR,CNE,Assam,NFR,"National Highway 54, Assam",24.984962,92.71665800000001
PANOLI,PAO,,,,21.535197,72.978371
CHANDAWAL,CNL,Rajasthan,NWR,"Pali, Rajasthan",25.946542716,73.86881457700001
BHESANA,BFY,Rajasthan,NWR,"Marwar, Rajasthan",25.82438,73.7180903
HATHURAN,HAT,,,,21.501091000000002,72.969512
Coromandel,COL,Karnataka,SWR,"KGF, Karnataka",12.97518,78.257278
KUDSAD,KDSD,,,,21.37682,72.91647999999999
SAYAN,SYN,,,,21.317203,72.890287
Makrandpur,MQP,Uttar Pradesh,NER,"Aonla- Bareilly Link Rd, Uttar Pradesh",28.213407,79.290097
GOTHANGAM,GTX,,,,21.294043,72.880104
MULANGUNNATHUKAVU,MGK,,,,10.596938999999999,76.207809
CHANAKYAPURI,CNKP,Delhi NCT,NR,"Chanakyapuri, Delhi NCT",28.591905,77.172004
UTRAN,URN,,,,21.232602,72.85479600000001
SURAT,ST,,,,21.206568,72.840793
UDHNA JN,UDN,,,,21.171156,72.851461
VALIVERU,VRU,,,,16.188934,80.605456
MARAMPALLI,MRPL,,,,16.843925,81.63387399999999
NIDADAVOLU JN,NDD,,,,16.898297,81.67550399999999
GUDMA,GDM,,,,21.416128,80.287678
BHUPDEOPUR,BEF,,,,21.975035039999998,83.25998102000001
RAIGARH,RIG,,,,21.891288999999997,83.39067
KOTARLIA,KRL,,,,21.883182,83.482238
Chettinad,CTND,Tamil Nadu,SR,"Kanadukathan, Tamil Nadu",10.160613,78.775924
SHERPUR,SEPR,Uttar Pradesh,NR,"State Highway 51, Uttar Pradesh",28.919358,78.25287
NAVSARI,NVS,Gujarat,WR,"Navsari, Gujarat",20.946851,72.914294
Jalalabad,JBD,Punjab,NR,"Jalalabad, Punjab",30.60775,74.268446
DAM DIM,DDM,West Bengal,NFR,"National Highway 31, West Bengal",26.859243000000003,88.67133299999999
CHITROD,COE,Gujarat,WR,"Kutch, Gujarat",23.417869,70.655356
Chomun Samod,COM,Rajasthan,NWR,"Chomun, Rajasthan",27.158223,75.70272
DHULKOT,DKT,Haryana,NR,"Ambala City, Haryana",30.395686,76.78753499999999
KANWAR,KUW,,,,25.7036520692,81.21464405030001
CHANDAULI MJHWR,CDMR,,,,25.261093,83.267724
IGPX,IGPX,,,,,
KHAGA,KGA,,,,25.761853,81.102658
KATOGHAN,KTCE,,,,25.730035,81.16560600000001
ATHSARAI,ASCE,,,,25.678728805000002,81.2620300824
Carmelaram,CRLM,Karnataka,SWR,"Bengaluru, Karnataka",12.907633,77.706014
CHANDAR,CNR,Goa,SWR,"CHANRA (chandor), Goa",15.264834,74.047794
Chimidipalli,CMDP,Andhra Pradesh,ECoR,"Borra, Andhra Pradesh",18.262764,83.07686199999999
VINDHYACHAL,BDL,,,,25.160771699999998,82.5020212
TISUA,TSA,,,,28.136577,79.58628900000001
Thasra,TAS,Gujarat,WR,"National Highway 59, Gujarat",22.797769,73.221682
GHAGHARA GHAT,GHT,,,,27.1026834977,81.5033135022
BABHNAN,BV,,,,26.938525000000002,82.500127
Chilwariya,CLW,Uttar Pradesh,NER,"Bahraich, Uttar Pradesh",27.487001000000003,81.69873199999999
OKAC,OKAC,,,,,
GAUR,GAUR,,,,26.913411,82.56115799999999
TINICH,TH,,,,26.882281000000003,82.639707
BHATPAR RANI,BHTR,,,,26.3104766,84.03310139999999
TURKI,TUR,,,,26.034431,85.354709
RAM DAYALU NAGAR,RD,,,,26.097367,85.38359600000001
BHITAURA,BTO,,,,28.469954,79.306506
PARSA KHERA,PKRA,,,,28.433371,79.34185199999999
CHANETI,CHTI,,,,28.3087958495,79.42916573
BILPUR,BLPU,,,,28.083668,79.62578099999999
MIRANPUR KATRA,MK,,,,28.03708,79.674809
MILAKPUR HALT,MILA,,,,27.988261374,79.71796182739999
TILHAR,TLH,,,,27.972984,79.741776
CHIRAKKAL,CQL,Kerala,SR,"Kannur district, Kerala",11.911049,75.353696
PUNKUNNAM,PNQ,,,,10.535053999999999,76.20943
THRISUR,TCR,,,,10.514790000000001,76.207919
CHAMARAJANAGAR,CMNR,Karnataka,SWR,"Chamarajnagar, Karnataka",11.934891,76.932807
CHAMARAJAPURAM,CMJ,Karnataka,SWR,"Mysore, Karnataka",12.29844,76.637861
BARKHERA,BKA,,,,22.917359,77.649646
OBAIDULLA GANJ,ODG,,,,22.994912,77.587299
ANCHELI,ACL,Gujarat,WR,"Navsari, Gujarat",20.845167,72.944978
CHORVAD ROAD,CVR,Gujarat,WR,"Gadu, Gujarat",21.055196000000002,70.290734
CHIKALTHANA,CTH,Maharashtra,SCR,"Aurangabad, Maharashtra",19.859565,75.402851
BHARATKUND,BTKD,Uttar Pradesh,NR,"Bikapur, Uttar Pradesh",26.6360965,82.12739309999999
Dhariwal,DHW,Punjab,NR,"Dhariwal, Punjab",31.949113,75.32156499999999
SARAI,SAI,,,,25.779962,85.27660900000001
Chandiposi,CPE,Orissa,SER,"National Highway 23, Orissa",22.068676999999997,84.915988
CHUDAWA,CRU,Maharashtra,SCR,"Hingoli, Maharashtra",19.1803282622,77.1169303369
DHUBRI,DBB,Assam,NFR,"Dhubri, Assam",26.023137000000002,89.977952
PANIPAT JN,PNP,,,,29.388948,76.96379300000001
CHANDPUR SIAU HALT,CPS,Uttar Pradesh,NR,"Chandpur, Uttar Pradesh",29.13201,78.27585499999999
CHANOL,CX,Gujarat,WR,"State Highway 25, Gujarat",22.427916,70.53884199999999
CHAK SIKANDAR,CSR,Bihar,ECR,"Chak Sikander, Bihar",25.6767202377,85.365246145
Charpokhari Halt,CRQ,Bihar,ECR,"Charpokhari, Bihar",25.3615157718,84.487603186
VARANGAON,VNA,,,,21.0097131944,75.9006577881
DHANG,DAG,Bihar,ECR,"Bhang, Bihar",26.7174,85.353298
Charaud,CRW,Haryana,NWR,"National Highway 65, Haryana",29.0094584,75.6466632
BORTALAO,BTL,,,,21.218301,80.626207
KHARSIA,KHS,,,,21.99178,83.102414
ROBERTSON,ROB,,,,21.988744,83.182508
CHAPARMUKH JN,CPK,Assam,NFR,"Chaparmukh, Assam",26.202272,92.511718
Chhintanwala,CTW,Punjab,NR,"Sherpur Sodhian Link Rd, Punjab",30.365958000000003,76.014229
Chitradurg,CTA,Karnataka,SWR,"Chitradurga, Karnataka",14.231154,76.386431
Ambav,AAV,Gujarat,WR,"Ambav, Gujarat",,
MODUKURU,MDKU,,,,16.124988000000002,80.58380799999999
TSUNDURU,TSR,,,,16.157497,80.58648699999999
NAVABPALEM,NBM,,,,16.831606,81.606702
N MAYURBHANJ ROAD,NMBR,,,,21.666901,87.038724
BASTA,BTS,,,,21.7029241,87.0637831
Chhota Udepur,CTD,Gujarat,WR,"Vadodara, Gujarat",22.314788,74.014286
Digboi,DBY,Assam,NFR,"Tinsukia, Assam",27.383483,95.61698200000001
CHONDI,CWI,Maharashtra,SCR,"Parbhani, Maharashtra",19.430619765,77.1556666229
CHANNASANDRA,CSDR,Karnataka,SWR,"Bengaluru, Karnataka",13.010940720799999,77.6629705685
PALAKKAD,PGT,,,,10.802091,76.641926
Mindha,MNHA,Rajasthan,NWR,"Minda to Mandha Bhimsingh Rd, Rajasthan",27.112061,75.33241
DABHODA,DBO,Gujarat,WR,"Dabhoda, Gujarat",23.168331000000002,72.748038
DHABAN,DABN,Rajasthan,NWR,"Sangaria, Rajasthan",29.859997,74.54288000000001
DABLI RATHAN,DBI,Rajasthan,NWR,"Hanumangarh, Rajasthan",29.542416,74.19093000000001
SIDDHPUR,SID,Gujarat,WR,"State Highway 41, Gujarat",23.918067,72.367959
ARIGADA,ARGD,,ECR,,23.643461000000002,85.466475
CHHATAINI,CTJ,Madhya Pradesh,WCR,"Awasthi Sadan Rd, Madhya Pradesh",23.994088,81.287323
KATANGI KHURD,KTKD,Madhya Pradesh,WCR,"State Highway 10, Madhya Pradesh",23.7758696073,80.48673398129999
Choral,CRL,Madhya Pradesh,WR,"SH 27, Madhya Pradesh",22.450677,75.94413499999999
Ambassa,ABSA,Tripura,NFR,"Ambassa, Tripura",23.930507,91.860783
Navalpura,NVP,,,,23.289155,73.19955399999999
Dabka,DBKA,Madhya Pradesh,SCR,"Amlakhurd, Madhya Pradesh",21.361353,76.720809
Champapukur,CQR,West Bengal,ER,"Kholapota, West Bengal",22.656633999999997,88.80796000000001
NAYA AZADPUR,NDAZ,,,,28.714564,77.166876
ADARSH NAGAR DELHI,ANDI,,,,28.714205,77.16670699999999
Churu,CUR,Rajasthan,NWR,"Churu, Rajasthan",28.288281,74.966203
BADLI,BHD,,,,28.746799999999997,77.1377425
KHERA KALAN,KHKN,,,,28.769717999999997,77.115838
HOLAMBI KALAN,HUK,,,,28.801187,77.102334
NARELA,NUR,,,,28.846886,77.085727
Chhindwara Junction,CWA,Madhya Pradesh,SECR,"Chhindwara, Madhya Pradesh",22.058201,78.953212
RATHDHANA,RDDE,,,,28.904132,77.05914800000001
Chandanattop Halt,CTPE,Kerala,SR,"Kilikkollur, Kerala",8.932478000000001,76.64532
HARANA KALAN,HNN,,,,28.945425,77.039135
SONIPAT,SNP,,,,28.989423000000002,77.017343
SANDAL KALAN,SLKN,,,,29.063432000000002,77.012589
RAJLU GARHI,RUG,,,,29.090744,77.012109
GANAUR,GNU,,,,29.130776,77.01074999999999
BHODWAL MAJRI,BDMJ,,,,29.1852092,77.0082364
SAMALKHA,SMK,,,,29.240172,77.003034
DIWANA,DWNA,,,,29.318564,76.980194
BABARPUR,BBDE,,,,29.449652,76.966178
KOHAND,KFU,,,,29.494782,76.968758
GHARAUNDA,GRA,,,,29.541636,76.96575000000001
BAZIDA JATAN,BZJT,,,,29.613391,76.965812
KARNAL,KUN,,,,29.694566000000002,76.969821
BHAINI KHURD,BZK,,,,29.751544,76.95536200000001
TARAORI,TRR,,,,29.797906,76.93858
NILOKHERI,NLKR,,,,29.831492,76.925491
